event_time,event_type,product_id,category_id,category_code,user_id
2026-01-01 10:04:20 UTC,view,5189,30009,electronics.device_9,20065
2026-01-01 10:04:23 UTC,view,5137,30007,electronics.device_7,20282
2026-01-01 10:04:26 UTC,view,1010,30000,electronics.device_0,20311
2026-01-01 10:04:33 UTC,cart,1008,30008,electronics.device_8,20387
2026-01-01 10:04:37 UTC,view,5165,30005,electronics.device_5,20344
2026-01-01 10:04:43 UTC,cart,5024,30004,electronics.device_4,20232
2026-01-01 10:04:45 UTC,view,1001,30001,electronics.device_1,20174
2026-01-01 10:04:46 UTC,view,5101,30001,electronics.device_1,20302
2026-01-01 10:04:50 UTC,view,1003,30003,electronics.device_3,20324
2026-01-01 10:04:51 UTC,view,1017,30007,electronics.device_7,20017
2026-01-01 10:04:57 UTC,view,1011,30001,electronics.device_1,20143
2026-01-01 10:05:05 UTC,view,1009,30009,electronics.device_9,20371
2026-01-01 10:05:15 UTC,view,5095,30005,electronics.device_5,20402
2026-01-01 10:05:23 UTC,view,5008,30008,electronics.device_8,20050
2026-01-01 10:05:30 UTC,view,1006,30006,electronics.device_6,20240
2026-01-01 10:05:31 UTC,view,5144,30004,electronics.device_4,20331
2026-01-01 10:05:33 UTC,view,1006,30006,electronics.device_6,20174
2026-01-01 10:05:35 UTC,view,1002,30002,electronics.device_2,20275
2026-01-01 10:05:43 UTC,view,1021,30001,electronics.device_1,20143
2026-01-01 10:05:51 UTC,cart,1002,30002,electronics.device_2,20039
2026-01-01 10:05:59 UTC,view,5081,30001,electronics.device_1,20334
2026-01-01 10:06:08 UTC,purchase,1007,30007,electronics.device_7,20475
2026-01-01 10:06:12 UTC,view,1010,30000,electronics.device_0,20247
2026-01-01 10:06:16 UTC,cart,5005,30005,electronics.device_5,20085
2026-01-01 10:06:23 UTC,purchase,1001,30001,electronics.device_1,20136
2026-01-01 10:06:31 UTC,view,1021,30001,electronics.device_1,20491
2026-01-01 10:06:40 UTC,view,5138,30008,electronics.device_8,20080
2026-01-01 10:06:44 UTC,view,1001,30001,electronics.device_1,20030
2026-01-01 10:06:54 UTC,view,5176,30006,electronics.device_6,20383
2026-01-01 10:07:00 UTC,view,1004,30004,electronics.device_4,20245
2026-01-01 10:07:09 UTC,view,5071,30001,electronics.device_1,20492
2026-01-01 10:07:18 UTC,cart,1016,30006,electronics.device_6,20036
2026-01-01 10:07:28 UTC,view,1009,30009,electronics.device_9,20121
2026-01-01 10:07:35 UTC,cart,1011,30001,electronics.device_1,20292
2026-01-01 10:07:39 UTC,view,5096,30006,electronics.device_6,20318
2026-01-01 10:07:41 UTC,view,5014,30004,electronics.device_4,20290
2026-01-01 10:07:50 UTC,cart,1011,30001,electronics.device_1,20105
2026-01-01 10:07:56 UTC,view,1022,30002,electronics.device_2,20068
2026-01-01 10:08:01 UTC,view,5034,30004,electronics.device_4,20385
2026-01-01 10:08:03 UTC,view,1004,30004,electronics.device_4,20289
2026-01-01 10:08:05 UTC,view,1012,30002,electronics.device_2,20260
2026-01-01 10:08:10 UTC,cart,1017,30007,electronics.device_7,20452
2026-01-01 10:08:12 UTC,view,1000,30000,electronics.device_0,20081
2026-01-01 10:08:20 UTC,view,5078,30008,electronics.device_8,20314
2026-01-01 10:08:29 UTC,view,1004,30004,electronics.device_4,20284
2026-01-01 10:08:34 UTC,view,5139,30009,electronics.device_9,20450
2026-01-01 10:08:37 UTC,view,1010,30000,electronics.device_0,20055
2026-01-01 10:08:46 UTC,view,1004,30004,electronics.device_4,20310
2026-01-01 10:08:50 UTC,view,5167,30007,electronics.device_7,20352
2026-01-01 10:08:55 UTC,view,5058,30008,electronics.device_8,20464
2026-01-01 10:08:56 UTC,view,1022,30002,electronics.device_2,20425
2026-01-01 10:09:01 UTC,view,1022,30002,electronics.device_2,20395
2026-01-01 10:09:04 UTC,purchase,5126,30006,electronics.device_6,20083
2026-01-01 10:09:12 UTC,view,5082,30002,electronics.device_2,20288
2026-01-01 10:09:13 UTC,view,1007,30007,electronics.device_7,20453
2026-01-01 10:09:16 UTC,view,5079,30009,electronics.device_9,20190
2026-01-01 10:09:26 UTC,view,5082,30002,electronics.device_2,20066
2026-01-01 10:09:27 UTC,view,1007,30007,electronics.device_7,20478
2026-01-01 10:09:28 UTC,view,1008,30008,electronics.device_8,20128
2026-01-01 10:09:30 UTC,view,1006,30006,electronics.device_6,20453
2026-01-01 10:09:37 UTC,view,5117,30007,electronics.device_7,20474
2026-01-01 10:09:41 UTC,purchase,1008,30008,electronics.device_8,20416
2026-01-01 10:09:44 UTC,view,5011,30001,electronics.device_1,20378
2026-01-01 10:09:50 UTC,view,5010,30000,electronics.device_0,20443
2026-01-01 10:09:54 UTC,view,1011,30001,electronics.device_1,20360
2026-01-01 10:09:56 UTC,cart,1020,30000,electronics.device_0,20440
2026-01-01 10:10:04 UTC,view,1013,30003,electronics.device_3,20471
2026-01-01 10:10:12 UTC,view,1004,30004,electronics.device_4,20408
2026-01-01 10:10:16 UTC,view,1014,30004,electronics.device_4,20099
2026-01-01 10:10:23 UTC,view,1018,30008,electronics.device_8,20036
2026-01-01 10:10:28 UTC,view,1004,30004,electronics.device_4,20205
2026-01-01 10:10:37 UTC,cart,1019,30009,electronics.device_9,20060
2026-01-01 10:10:42 UTC,view,1016,30006,electronics.device_6,20136
2026-01-01 10:10:43 UTC,view,1005,30005,electronics.device_5,20177
2026-01-01 10:10:49 UTC,view,5023,30003,electronics.device_3,20262
2026-01-01 10:10:51 UTC,cart,1022,30002,electronics.device_2,20098
2026-01-01 10:10:56 UTC,view,1022,30002,electronics.device_2,20001
2026-01-01 10:11:05 UTC,view,5075,30005,electronics.device_5,20482
2026-01-01 10:11:09 UTC,view,1011,30001,electronics.device_1,20486
2026-01-01 10:11:15 UTC,view,5119,30009,electronics.device_9,20435
2026-01-01 10:11:17 UTC,cart,5168,30008,electronics.device_8,20260
2026-01-01 10:11:22 UTC,view,5141,30001,electronics.device_1,20207
2026-01-01 10:11:27 UTC,view,5083,30003,electronics.device_3,20216
2026-01-01 10:11:34 UTC,view,5146,30006,electronics.device_6,20090
2026-01-01 10:11:44 UTC,view,5091,30001,electronics.device_1,20281
2026-01-01 10:11:45 UTC,view,1005,30005,electronics.device_5,20221
2026-01-01 10:11:55 UTC,view,5110,30000,electronics.device_0,20239
2026-01-01 10:12:03 UTC,view,5026,30006,electronics.device_6,20262
2026-01-01 10:12:11 UTC,view,5176,30006,electronics.device_6,20044
2026-01-01 10:12:16 UTC,view,5063,30003,electronics.device_3,20318
2026-01-01 10:12:22 UTC,view,1022,30002,electronics.device_2,20385
2026-01-01 10:12:26 UTC,view,5144,30004,electronics.device_4,20413
2026-01-01 10:12:30 UTC,view,1000,30000,electronics.device_0,20126
2026-01-01 10:12:38 UTC,view,5112,30002,electronics.device_2,20038
2026-01-01 10:12:46 UTC,cart,5012,30002,electronics.device_2,20295
2026-01-01 10:12:50 UTC,view,5167,30007,electronics.device_7,20254
2026-01-01 10:12:57 UTC,view,1024,30004,electronics.device_4,20353
2026-01-01 10:12:58 UTC,cart,5184,30004,electronics.device_4,20454
2026-01-01 10:13:00 UTC,view,5198,30008,electronics.device_8,20091
2026-01-01 10:13:09 UTC,view,5037,30007,electronics.device_7,20128
2026-01-01 10:13:11 UTC,view,5033,30003,electronics.device_3,20238
2026-01-01 10:13:20 UTC,view,5086,30006,electronics.device_6,20487
2026-01-01 10:13:28 UTC,view,5113,30003,electronics.device_3,20457
2026-01-01 10:13:37 UTC,view,5018,30008,electronics.device_8,20281
2026-01-01 10:13:45 UTC,view,1006,30006,electronics.device_6,20244
2026-01-01 10:13:53 UTC,view,1007,30007,electronics.device_7,20431
2026-01-01 10:13:58 UTC,view,5192,30002,electronics.device_2,20249
2026-01-01 10:14:02 UTC,view,1015,30005,electronics.device_5,20366
2026-01-01 10:14:07 UTC,view,1020,30000,electronics.device_0,20164
2026-01-01 10:14:16 UTC,view,1016,30006,electronics.device_6,20119
2026-01-01 10:14:23 UTC,view,5155,30005,electronics.device_5,20110
2026-01-01 10:14:25 UTC,view,5012,30002,electronics.device_2,20278
2026-01-01 10:14:33 UTC,view,5012,30002,electronics.device_2,20427
2026-01-01 10:14:40 UTC,cart,1024,30004,electronics.device_4,20300
2026-01-01 10:14:41 UTC,view,5191,30001,electronics.device_1,20245
2026-01-01 10:14:42 UTC,view,1005,30005,electronics.device_5,20200
2026-01-01 10:14:49 UTC,view,5075,30005,electronics.device_5,20280
2026-01-01 10:14:59 UTC,view,1012,30002,electronics.device_2,20140
2026-01-01 10:15:06 UTC,view,5048,30008,electronics.device_8,20173
2026-01-01 10:15:13 UTC,view,5170,30000,electronics.device_0,20240
2026-01-01 10:15:16 UTC,view,5118,30008,electronics.device_8,20465
2026-01-01 10:15:23 UTC,view,5103,30003,electronics.device_3,20014
2026-01-01 10:15:25 UTC,view,5129,30009,electronics.device_9,20444
2026-01-01 10:15:33 UTC,view,1018,30008,electronics.device_8,20195
2026-01-01 10:15:39 UTC,view,1008,30008,electronics.device_8,20173
2026-01-01 10:15:46 UTC,view,1017,30007,electronics.device_7,20426
2026-01-01 10:15:53 UTC,view,1004,30004,electronics.device_4,20241
2026-01-01 10:15:54 UTC,view,5183,30003,electronics.device_3,20488
2026-01-01 10:16:00 UTC,view,1014,30004,electronics.device_4,20400
2026-01-01 10:16:01 UTC,view,5186,30006,electronics.device_6,20127
2026-01-01 10:16:05 UTC,view,1010,30000,electronics.device_0,20123
2026-01-01 10:16:08 UTC,view,5042,30002,electronics.device_2,20289
2026-01-01 10:16:12 UTC,view,5038,30008,electronics.device_8,20393
2026-01-01 10:16:18 UTC,view,1010,30000,electronics.device_0,20494
2026-01-01 10:16:20 UTC,view,5198,30008,electronics.device_8,20494
2026-01-01 10:16:25 UTC,view,1005,30005,electronics.device_5,20476
2026-01-01 10:16:30 UTC,view,5094,30004,electronics.device_4,20491
2026-01-01 10:16:37 UTC,cart,5003,30003,electronics.device_3,20102
2026-01-01 10:16:39 UTC,view,5103,30003,electronics.device_3,20322
2026-01-01 10:16:43 UTC,view,1002,30002,electronics.device_2,20155
2026-01-01 10:16:53 UTC,view,1011,30001,electronics.device_1,20290
2026-01-01 10:16:54 UTC,view,1002,30002,electronics.device_2,20339
2026-01-01 10:17:00 UTC,view,1010,30000,electronics.device_0,20175
2026-01-01 10:17:01 UTC,view,5015,30005,electronics.device_5,20055
2026-01-01 10:17:08 UTC,view,1010,30000,electronics.device_0,20425
2026-01-01 10:17:16 UTC,view,5162,30002,electronics.device_2,20091
2026-01-01 10:17:25 UTC,view,5133,30003,electronics.device_3,20414
2026-01-01 10:17:34 UTC,view,5196,30006,electronics.device_6,20224
2026-01-01 10:17:44 UTC,view,1012,30002,electronics.device_2,20126
2026-01-01 10:17:46 UTC,cart,1017,30007,electronics.device_7,20125
2026-01-01 10:17:54 UTC,view,5091,30001,electronics.device_1,20195
2026-01-01 10:18:00 UTC,view,1014,30004,electronics.device_4,20167
2026-01-01 10:18:03 UTC,view,5049,30009,electronics.device_9,20409
2026-01-01 10:18:08 UTC,view,1024,30004,electronics.device_4,20306
2026-01-01 10:18:13 UTC,view,5084,30004,electronics.device_4,20486
2026-01-01 10:18:17 UTC,view,1018,30008,electronics.device_8,20209
2026-01-01 10:18:25 UTC,view,5084,30004,electronics.device_4,20354
2026-01-01 10:18:33 UTC,view,5130,30000,electronics.device_0,20230
2026-01-01 10:18:34 UTC,view,1022,30002,electronics.device_2,20208
2026-01-01 10:18:38 UTC,view,1006,30006,electronics.device_6,20189
2026-01-01 10:18:46 UTC,view,5083,30003,electronics.device_3,20218
2026-01-01 10:18:55 UTC,view,1019,30009,electronics.device_9,20233
2026-01-01 10:19:00 UTC,view,1006,30006,electronics.device_6,20062
2026-01-01 10:19:04 UTC,view,1011,30001,electronics.device_1,20275
2026-01-01 10:19:07 UTC,view,1023,30003,electronics.device_3,20248
2026-01-01 10:19:12 UTC,view,5170,30000,electronics.device_0,20390
2026-01-01 10:19:21 UTC,view,5105,30005,electronics.device_5,20052
2026-01-01 10:19:25 UTC,view,1001,30001,electronics.device_1,20092
2026-01-01 10:19:30 UTC,view,1007,30007,electronics.device_7,20065
2026-01-01 10:19:35 UTC,purchase,1023,30003,electronics.device_3,20284
2026-01-01 10:19:40 UTC,cart,5157,30007,electronics.device_7,20327
2026-01-01 10:19:48 UTC,cart,1002,30002,electronics.device_2,20294
2026-01-01 10:19:53 UTC,view,5040,30000,electronics.device_0,20175
2026-01-01 10:19:56 UTC,view,1001,30001,electronics.device_1,20442
2026-01-01 10:20:04 UTC,view,1008,30008,electronics.device_8,20206
2026-01-01 10:20:12 UTC,view,1012,30002,electronics.device_2,20352
2026-01-01 10:20:13 UTC,view,1002,30002,electronics.device_2,20289
2026-01-01 10:20:18 UTC,purchase,1018,30008,electronics.device_8,20061
2026-01-01 10:20:27 UTC,view,5191,30001,electronics.device_1,20306
2026-01-01 10:20:37 UTC,view,1015,30005,electronics.device_5,20195
2026-01-01 10:20:45 UTC,view,5026,30006,electronics.device_6,20302
2026-01-01 10:20:52 UTC,view,1006,30006,electronics.device_6,20031
2026-01-01 10:21:02 UTC,view,5178,30008,electronics.device_8,20391
2026-01-01 10:21:06 UTC,view,5120,30000,electronics.device_0,20339
2026-01-01 10:21:08 UTC,view,1005,30005,electronics.device_5,20283
2026-01-01 10:21:10 UTC,view,1005,30005,electronics.device_5,20231
2026-01-01 10:21:20 UTC,view,5040,30000,electronics.device_0,20119
2026-01-01 10:21:25 UTC,view,5161,30001,electronics.device_1,20441
2026-01-01 10:21:33 UTC,view,1011,30001,electronics.device_1,20474
2026-01-01 10:21:38 UTC,view,5120,30000,electronics.device_0,20412
2026-01-01 10:21:42 UTC,view,5017,30007,electronics.device_7,20116
2026-01-01 10:21:45 UTC,view,1011,30001,electronics.device_1,20037
2026-01-01 10:21:46 UTC,view,1009,30009,electronics.device_9,20305
2026-01-01 10:21:56 UTC,view,1022,30002,electronics.device_2,20240
2026-01-01 10:22:01 UTC,view,5158,30008,electronics.device_8,20140
2026-01-01 10:22:10 UTC,view,5076,30006,electronics.device_6,20042
2026-01-01 10:22:20 UTC,cart,1020,30000,electronics.device_0,20377
2026-01-01 10:22:26 UTC,view,5109,30009,electronics.device_9,20047
2026-01-01 10:22:30 UTC,view,5145,30005,electronics.device_5,20295
2026-01-01 10:22:40 UTC,purchase,1010,30000,electronics.device_0,20345
2026-01-01 10:22:45 UTC,view,5095,30005,electronics.device_5,20388
2026-01-01 10:22:48 UTC,view,5040,30000,electronics.device_0,20227
2026-01-01 10:22:53 UTC,purchase,1017,30007,electronics.device_7,20224
2026-01-01 10:23:01 UTC,view,1021,30001,electronics.device_1,20210
2026-01-01 10:23:07 UTC,view,1014,30004,electronics.device_4,20440
2026-01-01 10:23:10 UTC,view,1018,30008,electronics.device_8,20254
2026-01-01 10:23:15 UTC,cart,5139,30009,electronics.device_9,20417
2026-01-01 10:23:24 UTC,view,1018,30008,electronics.device_8,20162
2026-01-01 10:23:29 UTC,view,1015,30005,electronics.device_5,20396
2026-01-01 10:23:36 UTC,view,5063,30003,electronics.device_3,20001
2026-01-01 10:23:45 UTC,view,5036,30006,electronics.device_6,20097
2026-01-01 10:23:54 UTC,view,1010,30000,electronics.device_0,20256
2026-01-01 10:24:02 UTC,view,5189,30009,electronics.device_9,20137
2026-01-01 10:24:11 UTC,cart,1017,30007,electronics.device_7,20225
2026-01-01 10:24:19 UTC,view,1012,30002,electronics.device_2,20323
2026-01-01 10:24:29 UTC,view,1022,30002,electronics.device_2,20160
2026-01-01 10:24:38 UTC,view,1007,30007,electronics.device_7,20048
2026-01-01 10:24:42 UTC,view,1008,30008,electronics.device_8,20061
2026-01-01 10:24:45 UTC,cart,5055,30005,electronics.device_5,20150
2026-01-01 10:24:54 UTC,view,5161,30001,electronics.device_1,20428
2026-01-01 10:25:02 UTC,view,5041,30001,electronics.device_1,20283
2026-01-01 10:25:05 UTC,view,1021,30001,electronics.device_1,20307
2026-01-01 10:25:14 UTC,cart,5182,30002,electronics.device_2,20443
2026-01-01 10:25:16 UTC,view,1016,30006,electronics.device_6,20438
2026-01-01 10:25:23 UTC,cart,1024,30004,electronics.device_4,20260
2026-01-01 10:25:28 UTC,view,1001,30001,electronics.device_1,20153
2026-01-01 10:25:38 UTC,purchase,5096,30006,electronics.device_6,20251
2026-01-01 10:25:41 UTC,view,5028,30008,electronics.device_8,20177
2026-01-01 10:25:47 UTC,view,5082,30002,electronics.device_2,20194
2026-01-01 10:25:55 UTC,cart,1014,30004,electronics.device_4,20358
2026-01-01 10:25:59 UTC,view,5092,30002,electronics.device_2,20439
2026-01-01 10:26:06 UTC,view,1022,30002,electronics.device_2,20243
2026-01-01 10:26:13 UTC,purchase,1022,30002,electronics.device_2,20406
2026-01-01 10:26:16 UTC,purchase,5053,30003,electronics.device_3,20065
2026-01-01 10:26:25 UTC,view,5102,30002,electronics.device_2,20052
2026-01-01 10:26:33 UTC,view,1001,30001,electronics.device_1,20234
2026-01-01 10:26:34 UTC,view,5169,30009,electronics.device_9,20446
2026-01-01 10:26:37 UTC,view,1013,30003,electronics.device_3,20497
2026-01-01 10:26:42 UTC,view,1023,30003,electronics.device_3,20204
2026-01-01 10:26:44 UTC,cart,1018,30008,electronics.device_8,20440
2026-01-01 10:26:53 UTC,purchase,1019,30009,electronics.device_9,20321
2026-01-01 10:27:01 UTC,view,5077,30007,electronics.device_7,20036
2026-01-01 10:27:05 UTC,view,5123,30003,electronics.device_3,20148
2026-01-01 10:27:09 UTC,view,5182,30002,electronics.device_2,20051
2026-01-01 10:27:11 UTC,view,5027,30007,electronics.device_7,20154
2026-01-01 10:27:12 UTC,view,1023,30003,electronics.device_3,20029
2026-01-01 10:27:17 UTC,view,1008,30008,electronics.device_8,20075
2026-01-01 10:27:21 UTC,view,5071,30001,electronics.device_1,20350
2026-01-01 10:27:24 UTC,view,1012,30002,electronics.device_2,20313
2026-01-01 10:27:31 UTC,view,5117,30007,electronics.device_7,20255
2026-01-01 10:27:41 UTC,view,1023,30003,electronics.device_3,20327
2026-01-01 10:27:46 UTC,view,5035,30005,electronics.device_5,20005
2026-01-01 10:27:54 UTC,view,1022,30002,electronics.device_2,20081
2026-01-01 10:27:56 UTC,cart,5026,30006,electronics.device_6,20301
2026-01-01 10:28:01 UTC,purchase,5127,30007,electronics.device_7,20354
2026-01-01 10:28:06 UTC,view,5033,30003,electronics.device_3,20102
2026-01-01 10:28:13 UTC,view,5047,30007,electronics.device_7,20196
2026-01-01 10:28:23 UTC,view,1008,30008,electronics.device_8,20359
2026-01-01 10:28:28 UTC,purchase,1011,30001,electronics.device_1,20338
2026-01-01 10:28:35 UTC,view,1015,30005,electronics.device_5,20443
2026-01-01 10:28:36 UTC,view,5110,30000,electronics.device_0,20427
2026-01-01 10:28:41 UTC,view,5197,30007,electronics.device_7,20311
2026-01-01 10:28:47 UTC,view,1012,30002,electronics.device_2,20318
2026-01-01 10:28:52 UTC,view,5147,30007,electronics.device_7,20393
2026-01-01 10:28:55 UTC,view,5121,30001,electronics.device_1,20322
2026-01-01 10:28:56 UTC,view,1008,30008,electronics.device_8,20018
2026-01-01 10:29:06 UTC,view,1011,30001,electronics.device_1,20047
2026-01-01 10:29:11 UTC,view,1017,30007,electronics.device_7,20090
2026-01-01 10:29:15 UTC,view,1017,30007,electronics.device_7,20449
2026-01-01 10:29:21 UTC,view,5071,30001,electronics.device_1,20140
2026-01-01 10:29:24 UTC,cart,1006,30006,electronics.device_6,20484
2026-01-01 10:29:32 UTC,view,1001,30001,electronics.device_1,20174
2026-01-01 10:29:34 UTC,purchase,5039,30009,electronics.device_9,20073
2026-01-01 10:29:38 UTC,view,5146,30006,electronics.device_6,20204
2026-01-01 10:29:47 UTC,view,1012,30002,electronics.device_2,20203
2026-01-01 10:29:48 UTC,view,1010,30000,electronics.device_0,20233
2026-01-01 10:29:54 UTC,view,5144,30004,electronics.device_4,20135
2026-01-01 10:30:04 UTC,view,1020,30000,electronics.device_0,20482
2026-01-01 10:30:10 UTC,view,1005,30005,electronics.device_5,20242
2026-01-01 10:30:11 UTC,cart,5117,30007,electronics.device_7,20288
2026-01-01 10:30:17 UTC,view,5112,30002,electronics.device_2,20033
2026-01-01 10:30:25 UTC,view,5158,30008,electronics.device_8,20210
2026-01-01 10:30:27 UTC,view,1021,30001,electronics.device_1,20020
2026-01-01 10:30:32 UTC,view,5052,30002,electronics.device_2,20121
2026-01-01 10:30:41 UTC,view,1019,30009,electronics.device_9,20190
2026-01-01 10:30:50 UTC,view,5014,30004,electronics.device_4,20373
2026-01-01 10:30:53 UTC,view,5012,30002,electronics.device_2,20427
2026-01-01 10:31:01 UTC,view,5115,30005,electronics.device_5,20488
2026-01-01 10:31:06 UTC,view,1016,30006,electronics.device_6,20112
2026-01-01 10:31:14 UTC,purchase,5027,30007,electronics.device_7,20438
2026-01-01 10:31:20 UTC,purchase,1000,30000,electronics.device_0,20189
2026-01-01 10:31:29 UTC,view,5130,30000,electronics.device_0,20204
2026-01-01 10:31:34 UTC,purchase,1022,30002,electronics.device_2,20486
2026-01-01 10:31:42 UTC,view,1021,30001,electronics.device_1,20329
2026-01-01 10:31:52 UTC,view,1010,30000,electronics.device_0,20171
2026-01-01 10:31:56 UTC,view,1014,30004,electronics.device_4,20106
2026-01-01 10:31:58 UTC,view,5191,30001,electronics.device_1,20301
2026-01-01 10:32:02 UTC,view,1019,30009,electronics.device_9,20076
2026-01-01 10:32:12 UTC,view,1001,30001,electronics.device_1,20075
2026-01-01 10:32:15 UTC,view,5076,30006,electronics.device_6,20090
2026-01-01 10:32:17 UTC,cart,5138,30008,electronics.device_8,20068
2026-01-01 10:32:18 UTC,view,1008,30008,electronics.device_8,20122
2026-01-01 10:32:28 UTC,view,1015,30005,electronics.device_5,20136
2026-01-01 10:32:29 UTC,view,1014,30004,electronics.device_4,20270
2026-01-01 10:32:31 UTC,view,5181,30001,electronics.device_1,20230
2026-01-01 10:32:37 UTC,view,5062,30002,electronics.device_2,20232
2026-01-01 10:32:46 UTC,cart,1013,30003,electronics.device_3,20023
2026-01-01 10:32:55 UTC,view,1004,30004,electronics.device_4,20494
2026-01-01 10:32:56 UTC,purchase,1006,30006,electronics.device_6,20434
2026-01-01 10:33:03 UTC,view,5018,30008,electronics.device_8,20252
2026-01-01 10:33:11 UTC,cart,1012,30002,electronics.device_2,20165
2026-01-01 10:33:21 UTC,view,1000,30000,electronics.device_0,20141
2026-01-01 10:33:31 UTC,view,5124,30004,electronics.device_4,20365
2026-01-01 10:33:37 UTC,purchase,1020,30000,electronics.device_0,20272
2026-01-01 10:33:42 UTC,view,5032,30002,electronics.device_2,20221
2026-01-01 10:33:44 UTC,view,5159,30009,electronics.device_9,20336
2026-01-01 10:33:53 UTC,cart,5169,30009,electronics.device_9,20221
2026-01-01 10:34:01 UTC,view,1016,30006,electronics.device_6,20424
2026-01-01 10:34:09 UTC,view,5004,30004,electronics.device_4,20049
2026-01-01 10:34:15 UTC,view,5018,30008,electronics.device_8,20131
2026-01-01 10:34:21 UTC,view,1003,30003,electronics.device_3,20243
2026-01-01 10:34:23 UTC,view,1021,30001,electronics.device_1,20048
2026-01-01 10:34:30 UTC,view,1024,30004,electronics.device_4,20191
2026-01-01 10:34:33 UTC,view,5084,30004,electronics.device_4,20490
2026-01-01 10:34:42 UTC,view,5087,30007,electronics.device_7,20063
2026-01-01 10:34:49 UTC,cart,1006,30006,electronics.device_6,20482
2026-01-01 10:34:56 UTC,view,5169,30009,electronics.device_9,20148
2026-01-01 10:35:06 UTC,view,1009,30009,electronics.device_9,20296
2026-01-01 10:35:15 UTC,view,1008,30008,electronics.device_8,20247
2026-01-01 10:35:19 UTC,view,1005,30005,electronics.device_5,20285
2026-01-01 10:35:25 UTC,view,1008,30008,electronics.device_8,20294
2026-01-01 10:35:29 UTC,view,5019,30009,electronics.device_9,20499
2026-01-01 10:35:39 UTC,view,5114,30004,electronics.device_4,20286
2026-01-01 10:35:40 UTC,cart,5111,30001,electronics.device_1,20425
2026-01-01 10:35:45 UTC,view,1014,30004,electronics.device_4,20360
2026-01-01 10:35:50 UTC,view,1023,30003,electronics.device_3,20093
2026-01-01 10:35:53 UTC,view,5089,30009,electronics.device_9,20036
2026-01-01 10:35:56 UTC,view,5179,30009,electronics.device_9,20016
2026-01-01 10:35:58 UTC,view,5182,30002,electronics.device_2,20193
2026-01-01 10:36:05 UTC,view,5032,30002,electronics.device_2,20190
2026-01-01 10:36:10 UTC,view,5169,30009,electronics.device_9,20483
